ResponseId,question_group,question,item,multi_select,source_column
R_MK0090543,Career aspirations,What helps decide future plans (school students),STEM activities and programs mentioned in previous questions,True,Q26
R_MK0090543,Career aspirations,What helps decide future plans (school students),Social media,True,Q26
R_MK0090543,Career aspirations,What helps decide future plans (school students),TV,True,Q26
R_MK0090543,Career aspirations,What helps decide future plans (school students),YouTube or online content,True,Q26
R_MK0090543,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0090543,Career aspirations,What helps decide future plans (school students),Money or job security,True,Q26
R_MK0091576,Career aspirations,What helps decide future plans (school students),My ability in STEM,True,Q26
R_MK0091576,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0092239,Career aspirations,What helps decide future plans (school students),My own interest in STEM,True,Q26
R_MK0092239,Career aspirations,What helps decide future plans (school students),My family,True,Q26
R_MK0092239,Career aspirations,What helps decide future plans (school students),My teachers,True,Q26
R_MK0092239,Career aspirations,What helps decide future plans (school students),My friends,True,Q26
R_MK0092239,Career aspirations,What helps decide future plans (school students),STEM activities and programs mentioned in previous questions,True,Q26
R_MK0095688,Career aspirations,What helps decide future plans (school students),My family,True,Q26
R_MK0095688,Career aspirations,What helps decide future plans (school students),Career advisers,True,Q26
R_MK0095688,Career aspirations,What helps decide future plans (school students),STEM activities and programs mentioned in previous questions,True,Q26
R_MK0097674,Career aspirations,What helps decide future plans (school students),My family,True,Q26
R_MK0097674,Career aspirations,What helps decide future plans (school students),My friends,True,Q26
R_MK0097674,Career aspirations,What helps decide future plans (school students),Career advisers,True,Q26
R_MK0097674,Career aspirations,What helps decide future plans (school students),STEM activities and programs mentioned in previous questions,True,Q26
R_MK0097674,Career aspirations,What helps decide future plans (school students),Social media,True,Q26
R_MK0097674,Career aspirations,What helps decide future plans (school students),TV,True,Q26
R_MK0097674,Career aspirations,What helps decide future plans (school students),YouTube or online content,True,Q26
R_MK0099227,Career aspirations,What helps decide future plans (school students),My own interest in STEM,True,Q26
R_MK0099227,Career aspirations,What helps decide future plans (school students),Role models (e.g. a STEM person I know),True,Q26
R_MK0099227,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0100914,Career aspirations,What helps decide future plans (school students),My family,True,Q26
R_MK0100914,Career aspirations,What helps decide future plans (school students),My friends,True,Q26
R_MK0100914,Career aspirations,What helps decide future plans (school students),Role models (e.g. a STEM person I know),True,Q26
R_MK0100914,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0101816,Career aspirations,What helps decide future plans (school students),My own interest in STEM,True,Q26
R_MK0101816,Career aspirations,What helps decide future plans (school students),Role models (e.g. a STEM person I know),True,Q26
R_MK0101816,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0102866,Career aspirations,What helps decide future plans (school students),My ability in STEM,True,Q26
R_MK0102866,Career aspirations,What helps decide future plans (school students),My friends,True,Q26
R_MK0102866,Career aspirations,What helps decide future plans (school students),Social media,True,Q26
R_MK0102866,Career aspirations,What helps decide future plans (school students),TV,True,Q26
R_MK0102866,Career aspirations,What helps decide future plans (school students),YouTube or online content,True,Q26
R_MK0102866,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0103899,Career aspirations,What helps decide future plans (school students),My ability in STEM,True,Q26
R_MK0103899,Career aspirations,What helps decide future plans (school students),My family,True,Q26
R_MK0103899,Career aspirations,What helps decide future plans (school students),Career advisers,True,Q26
R_MK0103899,Career aspirations,What helps decide future plans (school students),STEM activities and programs mentioned in previous questions,True,Q26
R_MK0103899,Career aspirations,What helps decide future plans (school students),Role models (e.g. a STEM person I know),True,Q26
R_MK0103899,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0104469,Career aspirations,What helps decide future plans (school students),My own interest in STEM,True,Q26
R_MK0104469,Career aspirations,What helps decide future plans (school students),My ability in STEM,True,Q26
R_MK0104469,Career aspirations,What helps decide future plans (school students),My family,True,Q26
R_MK0104469,Career aspirations,What helps decide future plans (school students),My friends,True,Q26
R_MK0104469,Career aspirations,What helps decide future plans (school students),Career advisers,True,Q26
R_MK0104469,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0106951,Career aspirations,What helps decide future plans (school students),My teachers,True,Q26
R_MK0106951,Career aspirations,What helps decide future plans (school students),STEM activities and programs mentioned in previous questions,True,Q26
R_MK0106951,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0110138,Career aspirations,What helps decide future plans (school students),My family,True,Q26
R_MK0110138,Career aspirations,What helps decide future plans (school students),My teachers,True,Q26
R_MK0110138,Career aspirations,What helps decide future plans (school students),My friends,True,Q26
R_MK0111137,Career aspirations,What helps decide future plans (school students),My ability in STEM,True,Q26
R_MK0111137,Career aspirations,What helps decide future plans (school students),My family,True,Q26
R_MK0111137,Career aspirations,What helps decide future plans (school students),Social media,True,Q26
R_MK0111137,Career aspirations,What helps decide future plans (school students),TV,True,Q26
R_MK0111137,Career aspirations,What helps decide future plans (school students),YouTube or online content,True,Q26
R_MK0111137,Career aspirations,What helps decide future plans (school students),Role models (e.g. a STEM person I know),True,Q26
R_MK0111137,Career aspirations,What helps decide future plans (school students),Money or job security,True,Q26
R_MK0112381,Career aspirations,What helps decide future plans (school students),My ability in STEM,True,Q26
R_MK0112381,Career aspirations,What helps decide future plans (school students),STEM activities and programs mentioned in previous questions,True,Q26
R_MK0112381,Career aspirations,What helps decide future plans (school students),Social media,True,Q26
R_MK0112381,Career aspirations,What helps decide future plans (school students),TV,True,Q26
R_MK0112381,Career aspirations,What helps decide future plans (school students),YouTube or online content,True,Q26
R_MK0112381,Career aspirations,What helps decide future plans (school students),Role models (e.g. a STEM person I know),True,Q26
R_MK0113434,Career aspirations,What helps decide future plans (school students),My ability in STEM,True,Q26
R_MK0113434,Career aspirations,What helps decide future plans (school students),My friends,True,Q26
R_MK0113434,Career aspirations,What helps decide future plans (school students),STEM activities and programs mentioned in previous questions,True,Q26
R_MK0113434,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0116277,Career aspirations,What helps decide future plans (school students),My own interest in STEM,True,Q26
R_MK0116277,Career aspirations,What helps decide future plans (school students),My family,True,Q26
R_MK0116277,Career aspirations,What helps decide future plans (school students),My friends,True,Q26
R_MK0116277,Career aspirations,What helps decide future plans (school students),STEM activities and programs mentioned in previous questions,True,Q26
R_MK0116277,Career aspirations,What helps decide future plans (school students),Role models (e.g. a STEM person I know),True,Q26
R_MK0116277,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0116277,Career aspirations,What helps decide future plans (school students),Money or job security,True,Q26
R_MK0118601,Career aspirations,What helps decide future plans (school students),Social media,True,Q26
R_MK0118601,Career aspirations,What helps decide future plans (school students),TV,True,Q26
R_MK0118601,Career aspirations,What helps decide future plans (school students),YouTube or online content,True,Q26
R_MK0119688,Career aspirations,What helps decide future plans (school students),My own interest in STEM,True,Q26
R_MK0119688,Career aspirations,What helps decide future plans (school students),My teachers,True,Q26
R_MK0119688,Career aspirations,What helps decide future plans (school students),My friends,True,Q26
R_MK0119688,Career aspirations,What helps decide future plans (school students),STEM activities and programs mentioned in previous questions,True,Q26
R_MK0119688,Career aspirations,What helps decide future plans (school students),Role models (e.g. a STEM person I know),True,Q26
R_MK0119688,Career aspirations,What helps decide future plans (school students),Money or job security,True,Q26
R_MK0120370,Career aspirations,What helps decide future plans (school students),My ability in STEM,True,Q26
R_MK0120370,Career aspirations,What helps decide future plans (school students),My family,True,Q26
R_MK0120370,Career aspirations,What helps decide future plans (school students),My friends,True,Q26
R_MK0120370,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0120370,Career aspirations,What helps decide future plans (school students),Money or job security,True,Q26
R_MK0121297,Career aspirations,What helps decide future plans (school students),My ability in STEM,True,Q26
R_MK0121297,Career aspirations,What helps decide future plans (school students),My teachers,True,Q26
R_MK0121297,Career aspirations,What helps decide future plans (school students),Career advisers,True,Q26
R_MK0121297,Career aspirations,What helps decide future plans (school students),Role models (e.g. a STEM person I know),True,Q26
R_MK0121297,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0121297,Career aspirations,What helps decide future plans (school students),Money or job security,True,Q26
R_MK0122334,Career aspirations,What helps decide future plans (school students),My friends,True,Q26
R_MK0122334,Career aspirations,What helps decide future plans (school students),Career advisers,True,Q26
R_MK0122334,Career aspirations,What helps decide future plans (school students),Money or job security,True,Q26
R_MK0123776,Career aspirations,What helps decide future plans (school students),My family,True,Q26
R_MK0123776,Career aspirations,What helps decide future plans (school students),Role models (e.g. a STEM person I know),True,Q26
R_MK0124554,Career aspirations,What helps decide future plans (school students),STEM activities and programs mentioned in previous questions,True,Q26
R_MK0124554,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0124554,Career aspirations,What helps decide future plans (school students),Money or job security,True,Q26
R_MK0125621,Career aspirations,What helps decide future plans (school students),My ability in STEM,True,Q26
R_MK0125621,Career aspirations,What helps decide future plans (school students),My friends,True,Q26
R_MK0125621,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0126126,Career aspirations,What helps decide future plans (school students),My teachers,True,Q26
R_MK0126126,Career aspirations,What helps decide future plans (school students),My friends,True,Q26
R_MK0126126,Career aspirations,What helps decide future plans (school students),Career advisers,True,Q26
R_MK0126126,Career aspirations,What helps decide future plans (school students),Social media,True,Q26
R_MK0126126,Career aspirations,What helps decide future plans (school students),TV,True,Q26
R_MK0126126,Career aspirations,What helps decide future plans (school students),YouTube or online content,True,Q26
R_MK0126126,Career aspirations,What helps decide future plans (school students),Role models (e.g. a STEM person I know),True,Q26
R_MK0126126,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0127927,Career aspirations,What helps decide future plans (school students),My own interest in STEM,True,Q26
R_MK0127927,Career aspirations,What helps decide future plans (school students),My ability in STEM,True,Q26
R_MK0127927,Career aspirations,What helps decide future plans (school students),Career advisers,True,Q26
R_MK0127927,Career aspirations,What helps decide future plans (school students),Money or job security,True,Q26
R_MK0129652,Career aspirations,What helps decide future plans (school students),My ability in STEM,True,Q26
R_MK0129652,Career aspirations,What helps decide future plans (school students),My teachers,True,Q26
R_MK0129652,Career aspirations,What helps decide future plans (school students),STEM activities and programs mentioned in previous questions,True,Q26
R_MK0129652,Career aspirations,What helps decide future plans (school students),Role models (e.g. a STEM person I know),True,Q26
R_MK0129652,Career aspirations,What helps decide future plans (school students),Money or job security,True,Q26
R_MK0130784,Career aspirations,What helps decide future plans (school students),My family,True,Q26
R_MK0130784,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0130784,Career aspirations,What helps decide future plans (school students),Money or job security,True,Q26
R_MK0131904,Career aspirations,What helps decide future plans (school students),My own interest in STEM,True,Q26
R_MK0131904,Career aspirations,What helps decide future plans (school students),My ability in STEM,True,Q26
R_MK0131904,Career aspirations,What helps decide future plans (school students),My friends,True,Q26
R_MK0131904,Career aspirations,What helps decide future plans (school students),Role models (e.g. a STEM person I know),True,Q26
R_MK0131904,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0132200,Career aspirations,What helps decide future plans (school students),My teachers,True,Q26
R_MK0132200,Career aspirations,What helps decide future plans (school students),My friends,True,Q26
R_MK0132200,Career aspirations,What helps decide future plans (school students),STEM activities and programs mentioned in previous questions,True,Q26
R_MK0133162,Career aspirations,What helps decide future plans (school students),Career advisers,True,Q26
R_MK0133162,Career aspirations,What helps decide future plans (school students),STEM activities and programs mentioned in previous questions,True,Q26
R_MK0133162,Career aspirations,What helps decide future plans (school students),Role models (e.g. a STEM person I know),True,Q26
R_MK0134540,Career aspirations,What helps decide future plans (school students),My ability in STEM,True,Q26
R_MK0134540,Career aspirations,What helps decide future plans (school students),My family,True,Q26
R_MK0134540,Career aspirations,What helps decide future plans (school students),Career advisers,True,Q26
R_MK0134540,Career aspirations,What helps decide future plans (school students),Social media,True,Q26
R_MK0134540,Career aspirations,What helps decide future plans (school students),TV,True,Q26
R_MK0134540,Career aspirations,What helps decide future plans (school students),YouTube or online content,True,Q26
R_MK0135905,Career aspirations,What helps decide future plans (school students),My own interest in STEM,True,Q26
R_MK0136936,Career aspirations,What helps decide future plans (school students),STEM activities and programs mentioned in previous questions,True,Q26
R_MK0136936,Career aspirations,What helps decide future plans (school students),Social media,True,Q26
R_MK0136936,Career aspirations,What helps decide future plans (school students),TV,True,Q26
R_MK0136936,Career aspirations,What helps decide future plans (school students),YouTube or online content,True,Q26
R_MK0136936,Career aspirations,What helps decide future plans (school students),Role models (e.g. a STEM person I know),True,Q26
R_MK0136936,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0137202,Career aspirations,What helps decide future plans (school students),My ability in STEM,True,Q26
R_MK0137202,Career aspirations,What helps decide future plans (school students),STEM activities and programs mentioned in previous questions,True,Q26
R_MK0137202,Career aspirations,What helps decide future plans (school students),Social media,True,Q26
R_MK0137202,Career aspirations,What helps decide future plans (school students),TV,True,Q26
R_MK0137202,Career aspirations,What helps decide future plans (school students),YouTube or online content,True,Q26
R_MK0137202,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0139460,Career aspirations,What helps decide future plans (school students),My own interest in STEM,True,Q26
R_MK0139460,Career aspirations,What helps decide future plans (school students),My family,True,Q26
R_MK0139460,Career aspirations,What helps decide future plans (school students),My teachers,True,Q26
R_MK0139460,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0139460,Career aspirations,What helps decide future plans (school students),Money or job security,True,Q26
R_MK0143734,Career aspirations,What helps decide future plans (school students),My ability in STEM,True,Q26
R_MK0143734,Career aspirations,What helps decide future plans (school students),My family,True,Q26
R_MK0143734,Career aspirations,What helps decide future plans (school students),My teachers,True,Q26
R_MK0143734,Career aspirations,What helps decide future plans (school students),My friends,True,Q26
R_MK0143734,Career aspirations,What helps decide future plans (school students),Career advisers,True,Q26
R_MK0143734,Career aspirations,What helps decide future plans (school students),Role models (e.g. a STEM person I know),True,Q26
R_MK0145711,Career aspirations,What helps decide future plans (school students),My friends,True,Q26
R_MK0145711,Career aspirations,What helps decide future plans (school students),STEM activities and programs mentioned in previous questions,True,Q26
R_MK0145711,Career aspirations,What helps decide future plans (school students),Social media,True,Q26
R_MK0145711,Career aspirations,What helps decide future plans (school students),TV,True,Q26
R_MK0145711,Career aspirations,What helps decide future plans (school students),YouTube or online content,True,Q26
R_MK0145711,Career aspirations,What helps decide future plans (school students),Money or job security,True,Q26
R_MK0146872,Career aspirations,What helps decide future plans (school students),My ability in STEM,True,Q26
R_MK0146872,Career aspirations,What helps decide future plans (school students),My friends,True,Q26
R_MK0146872,Career aspirations,What helps decide future plans (school students),Career advisers,True,Q26
R_MK0146872,Career aspirations,What helps decide future plans (school students),Role models (e.g. a STEM person I know),True,Q26
R_MK0146872,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0147584,Career aspirations,What helps decide future plans (school students),My family,True,Q26
R_MK0148883,Career aspirations,What helps decide future plans (school students),My teachers,True,Q26
R_MK0148883,Career aspirations,What helps decide future plans (school students),Career advisers,True,Q26
R_MK0148883,Career aspirations,What helps decide future plans (school students),Social media,True,Q26
R_MK0148883,Career aspirations,What helps decide future plans (school students),TV,True,Q26
R_MK0148883,Career aspirations,What helps decide future plans (school students),YouTube or online content,True,Q26
R_MK0149612,Career aspirations,What helps decide future plans (school students),My own interest in STEM,True,Q26
R_MK0149612,Career aspirations,What helps decide future plans (school students),My family,True,Q26
R_MK0149612,Career aspirations,What helps decide future plans (school students),STEM activities and programs mentioned in previous questions,True,Q26
R_MK0150239,Career aspirations,What helps decide future plans (school students),My own interest in STEM,True,Q26
R_MK0150239,Career aspirations,What helps decide future plans (school students),My ability in STEM,True,Q26
R_MK0150239,Career aspirations,What helps decide future plans (school students),My teachers,True,Q26
R_MK0150239,Career aspirations,What helps decide future plans (school students),Career advisers,True,Q26
R_MK0150239,Career aspirations,What helps decide future plans (school students),Social media,True,Q26
R_MK0150239,Career aspirations,What helps decide future plans (school students),TV,True,Q26
R_MK0150239,Career aspirations,What helps decide future plans (school students),YouTube or online content,True,Q26
R_MK0151336,Career aspirations,What helps decide future plans (school students),My teachers,True,Q26
R_MK0151336,Career aspirations,What helps decide future plans (school students),Role models (e.g. a STEM person I know),True,Q26
R_MK0152384,Career aspirations,What helps decide future plans (school students),My family,True,Q26
R_MK0152384,Career aspirations,What helps decide future plans (school students),Social media,True,Q26
R_MK0152384,Career aspirations,What helps decide future plans (school students),TV,True,Q26
R_MK0152384,Career aspirations,What helps decide future plans (school students),YouTube or online content,True,Q26
R_MK0152384,Career aspirations,What helps decide future plans (school students),Money or job security,True,Q26
R_MK0154754,Career aspirations,What helps decide future plans (school students),My own interest in STEM,True,Q26
R_MK0154754,Career aspirations,What helps decide future plans (school students),My ability in STEM,True,Q26
R_MK0154754,Career aspirations,What helps decide future plans (school students),My teachers,True,Q26
R_MK0154754,Career aspirations,What helps decide future plans (school students),Career advisers,True,Q26
R_MK0154754,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0155619,Career aspirations,What helps decide future plans (school students),My ability in STEM,True,Q26
R_MK0155619,Career aspirations,What helps decide future plans (school students),My family,True,Q26
R_MK0155619,Career aspirations,What helps decide future plans (school students),Career advisers,True,Q26
R_MK0155619,Career aspirations,What helps decide future plans (school students),Role models (e.g. a STEM person I know),True,Q26
R_MK0155619,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0156966,Career aspirations,What helps decide future plans (school students),My teachers,True,Q26
R_MK0156966,Career aspirations,What helps decide future plans (school students),My friends,True,Q26
R_MK0156966,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0157937,Career aspirations,What helps decide future plans (school students),My own interest in STEM,True,Q26
R_MK0157937,Career aspirations,What helps decide future plans (school students),My ability in STEM,True,Q26
R_MK0157937,Career aspirations,What helps decide future plans (school students),Career advisers,True,Q26
R_MK0157937,Career aspirations,What helps decide future plans (school students),Social media,True,Q26
R_MK0157937,Career aspirations,What helps decide future plans (school students),TV,True,Q26
R_MK0157937,Career aspirations,What helps decide future plans (school students),YouTube or online content,True,Q26
R_MK0157937,Career aspirations,What helps decide future plans (school students),Role models (e.g. a STEM person I know),True,Q26
R_MK0158474,Career aspirations,What helps decide future plans (school students),My own interest in STEM,True,Q26
R_MK0158474,Career aspirations,What helps decide future plans (school students),Career advisers,True,Q26
R_MK0158474,Career aspirations,What helps decide future plans (school students),STEM activities and programs mentioned in previous questions,True,Q26
R_MK0158474,Career aspirations,What helps decide future plans (school students),Money or job security,True,Q26
R_MK0159733,Career aspirations,What helps decide future plans (school students),My ability in STEM,True,Q26
R_MK0159733,Career aspirations,What helps decide future plans (school students),My family,True,Q26
R_MK0159733,Career aspirations,What helps decide future plans (school students),My friends,True,Q26
R_MK0160733,Career aspirations,What helps decide future plans (school students),My own interest in STEM,True,Q26
R_MK0160733,Career aspirations,What helps decide future plans (school students),My friends,True,Q26
R_MK0160733,Career aspirations,What helps decide future plans (school students),Career advisers,True,Q26
R_MK0161254,Career aspirations,What helps decide future plans (school students),Money or job security,True,Q26
R_MK0163945,Career aspirations,What helps decide future plans (school students),My own interest in STEM,True,Q26
R_MK0163945,Career aspirations,What helps decide future plans (school students),My ability in STEM,True,Q26
R_MK0163945,Career aspirations,What helps decide future plans (school students),STEM activities and programs mentioned in previous questions,True,Q26
R_MK0163945,Career aspirations,What helps decide future plans (school students),Role models (e.g. a STEM person I know),True,Q26
R_MK0163945,Career aspirations,What helps decide future plans (school students),Money or job security,True,Q26
R_MK0164227,Career aspirations,What helps decide future plans (school students),My own interest in STEM,True,Q26
R_MK0164227,Career aspirations,What helps decide future plans (school students),My ability in STEM,True,Q26
R_MK0164227,Career aspirations,What helps decide future plans (school students),My family,True,Q26
R_MK0164227,Career aspirations,What helps decide future plans (school students),My friends,True,Q26
R_MK0164227,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0164227,Career aspirations,What helps decide future plans (school students),Money or job security,True,Q26
R_MK0165174,Career aspirations,What helps decide future plans (school students),My own interest in STEM,True,Q26
R_MK0165174,Career aspirations,What helps decide future plans (school students),My teachers,True,Q26
R_MK0165174,Career aspirations,What helps decide future plans (school students),My friends,True,Q26
R_MK0165174,Career aspirations,What helps decide future plans (school students),Role models (e.g. a STEM person I know),True,Q26
R_MK0166745,Career aspirations,What helps decide future plans (school students),My ability in STEM,True,Q26
R_MK0166745,Career aspirations,What helps decide future plans (school students),Role models (e.g. a STEM person I know),True,Q26
R_MK0166745,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0167637,Career aspirations,What helps decide future plans (school students),My teachers,True,Q26
R_MK0167637,Career aspirations,What helps decide future plans (school students),My friends,True,Q26
R_MK0167637,Career aspirations,What helps decide future plans (school students),Career advisers,True,Q26
R_MK0167637,Career aspirations,What helps decide future plans (school students),STEM activities and programs mentioned in previous questions,True,Q26
R_MK0167637,Career aspirations,What helps decide future plans (school students),Role models (e.g. a STEM person I know),True,Q26
R_MK0167637,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0167637,Career aspirations,What helps decide future plans (school students),Money or job security,True,Q26
R_MK0168775,Career aspirations,What helps decide future plans (school students),My own interest in STEM,True,Q26
R_MK0168775,Career aspirations,What helps decide future plans (school students),My ability in STEM,True,Q26
R_MK0168775,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0169479,Career aspirations,What helps decide future plans (school students),My own interest in STEM,True,Q26
R_MK0169479,Career aspirations,What helps decide future plans (school students),My family,True,Q26
R_MK0169479,Career aspirations,What helps decide future plans (school students),My teachers,True,Q26
R_MK0172371,Career aspirations,What helps decide future plans (school students),My own interest in STEM,True,Q26
R_MK0172371,Career aspirations,What helps decide future plans (school students),My friends,True,Q26
R_MK0172371,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0173150,Career aspirations,What helps decide future plans (school students),My ability in STEM,True,Q26
R_MK0173150,Career aspirations,What helps decide future plans (school students),Career advisers,True,Q26
R_MK0173150,Career aspirations,What helps decide future plans (school students),STEM activities and programs mentioned in previous questions,True,Q26
R_MK0173150,Career aspirations,What helps decide future plans (school students),Role models (e.g. a STEM person I know),True,Q26
R_MK0174572,Career aspirations,What helps decide future plans (school students),My own interest in STEM,True,Q26
R_MK0174572,Career aspirations,What helps decide future plans (school students),My family,True,Q26
R_MK0174572,Career aspirations,What helps decide future plans (school students),Career advisers,True,Q26
R_MK0174572,Career aspirations,What helps decide future plans (school students),Money or job security,True,Q26
R_MK0176790,Career aspirations,What helps decide future plans (school students),My own interest in STEM,True,Q26
R_MK0176790,Career aspirations,What helps decide future plans (school students),My ability in STEM,True,Q26
R_MK0176790,Career aspirations,What helps decide future plans (school students),My teachers,True,Q26
R_MK0176790,Career aspirations,What helps decide future plans (school students),STEM activities and programs mentioned in previous questions,True,Q26
R_MK0176790,Career aspirations,What helps decide future plans (school students),Jobs available in my local area,True,Q26
R_MK0176790,Career aspirations,What helps decide future plans (school students),Money or job security,True,Q26
R_MK0177409,Career aspirations,What helps decide future plans (school students),My family,True,Q26
R_MK0177409,Career aspirations,What helps decide future plans (school students),My friends,True,Q26
R_MK0177409,Career aspirations,What helps decide future plans (school students),Money or job security,True,Q26
R_MK0178316,Career aspirations,What helps decide future plans (school students),My teachers,True,Q26
R_MK0178316,Career aspirations,What helps decide future plans (school students),My friends,True,Q26
R_MK0178316,Career aspirations,What helps decide future plans (school students),Social media,True,Q26
R_MK0178316,Career aspirations,What helps decide future plans (school students),TV,True,Q26
R_MK0178316,Career aspirations,What helps decide future plans (school students),YouTube or online content,True,Q26
R_MK0179159,Career aspirations,What helps decide future plans (school students),My family,True,Q26
R_MK0179159,Career aspirations,What helps decide future plans (school students),My friends,True,Q26
R_MK0179159,Career aspirations,What helps decide future plans (school students),STEM activities and programs mentioned in previous questions,True,Q26
R_MK0179159,Career aspirations,What helps decide future plans (school students),Role models (e.g. a STEM person I know),True,Q26
R_MK0179159,Career aspirations,What helps decide future plans (school students),Money or job security,True,Q26
R_MK0000627,Career aspirations,What helps decide which jobs to do,Social media,True,Q91
R_MK0001988,Career aspirations,What helps decide which jobs to do,My family,True,Q91
R_MK0002347,Career aspirations,What helps decide which jobs to do,Teachers,True,Q91
R_MK0002347,Career aspirations,What helps decide which jobs to do,STEM related activities at school,True,Q91
R_MK0002347,Career aspirations,What helps decide which jobs to do,home or outside of school,True,Q91
R_MK0003730,Career aspirations,What helps decide which jobs to do,Career advise from teachers or career advisors,True,Q91
R_MK0003730,Career aspirations,What helps decide which jobs to do,Teachers,True,Q91
R_MK0003730,Career aspirations,What helps decide which jobs to do,My family,True,Q91
R_MK0003730,Career aspirations,What helps decide which jobs to do,Social media,True,Q91
R_MK0003730,Career aspirations,What helps decide which jobs to do,Role models/ influencers,True,Q91
R_MK0004719,Career aspirations,What helps decide which jobs to do,Teachers,True,Q91
R_MK0004719,Career aspirations,What helps decide which jobs to do,My family,True,Q91
R_MK0004719,Career aspirations,What helps decide which jobs to do,Role models/ influencers,True,Q91
R_MK0005596,Career aspirations,What helps decide which jobs to do,Career advise from teachers or career advisors,True,Q91
R_MK0005596,Career aspirations,What helps decide which jobs to do,Teachers,True,Q91
R_MK0005596,Career aspirations,What helps decide which jobs to do,My family,True,Q91
R_MK0005596,Career aspirations,What helps decide which jobs to do,STEM related activities at school,True,Q91
R_MK0005596,Career aspirations,What helps decide which jobs to do,home or outside of school,True,Q91
R_MK0005596,Career aspirations,What helps decide which jobs to do,Role models/ influencers,True,Q91
R_MK0006905,Career aspirations,What helps decide which jobs to do,Teachers,True,Q91
R_MK0006905,Career aspirations,What helps decide which jobs to do,My family,True,Q91
R_MK0008384,Career aspirations,What helps decide which jobs to do,Teachers,True,Q91
R_MK0008384,Career aspirations,What helps decide which jobs to do,My friends,True,Q91
R_MK0008384,Career aspirations,What helps decide which jobs to do,STEM related activities at school,True,Q91
R_MK0008384,Career aspirations,What helps decide which jobs to do,home or outside of school,True,Q91
R_MK0009361,Career aspirations,What helps decide which jobs to do,Teachers,True,Q91
R_MK0009361,Career aspirations,What helps decide which jobs to do,My friends,True,Q91
R_MK0009361,Career aspirations,What helps decide which jobs to do,My family,True,Q91
R_MK0010793,Career aspirations,What helps decide which jobs to do,Career advise from teachers or career advisors,True,Q91
R_MK0010793,Career aspirations,What helps decide which jobs to do,Teachers,True,Q91
R_MK0010793,Career aspirations,What helps decide which jobs to do,Social media,True,Q91
R_MK0010793,Career aspirations,What helps decide which jobs to do,Role models/ influencers,True,Q91
R_MK0011527,Career aspirations,What helps decide which jobs to do,Career advise from teachers or career advisors,True,Q91
R_MK0011527,Career aspirations,What helps decide which jobs to do,My friends,True,Q91
R_MK0011527,Career aspirations,What helps decide which jobs to do,My family,True,Q91
R_MK0011527,Career aspirations,What helps decide which jobs to do,STEM related activities at school,True,Q91
R_MK0011527,Career aspirations,What helps decide which jobs to do,home or outside of school,True,Q91
R_MK0012224,Career aspirations,What helps decide which jobs to do,STEM related activities at school,True,Q91
R_MK0012224,Career aspirations,What helps decide which jobs to do,home or outside of school,True,Q91
R_MK0012224,Career aspirations,What helps decide which jobs to do,Role models/ influencers,True,Q91
R_MK0013321,Career aspirations,What helps decide which jobs to do,Career advise from teachers or career advisors,True,Q91
R_MK0013321,Career aspirations,What helps decide which jobs to do,My family,True,Q91
R_MK0013321,Career aspirations,What helps decide which jobs to do,Role models/ influencers,True,Q91
