ResponseId,question,source_column,response
R_MK0051347,What did you enjoy most about the activity?,Q56,The teachers actually listened to our ideas.
R_MK0053831,What did you enjoy most about the activity?,Q56,The video call with the scientist who works with livestock.
R_MK0055948,What did you enjoy most about the activity?,Q56,"Designing how our project looked, not just how it worked."
R_MK0058290,What did you enjoy most about the activity?,Q56,Learning science can fix real problems in our own town.
R_MK0059929,What did you enjoy most about the activity?,Q56,Getting to do it here instead of travelling to the city.
R_MK0060697,What did you enjoy most about the activity?,Q56,"Using the 3D printer, I didn't know our school had one."
R_MK0061886,What did you enjoy most about the activity?,Q56,Doing the experiments myself instead of watching the teacher do it.
R_MK0064858,What did you enjoy most about the activity?,Q56,Learning science can fix real problems in our own town.
R_MK0065636,What did you enjoy most about the activity?,Q56,"Programming the robot to move on its own, I'd never done that."
R_MK0072575,What did you enjoy most about the activity?,Q56,Finding out design is part of engineering too.
R_MK0078844,What did you enjoy most about the activity?,Q56,"It wasn't like normal school, we chose what our project was about."
R_MK0079265,What did you enjoy most about the activity?,Q56,Going deeper than we do in normal class.
R_MK0080769,What did you enjoy most about the activity?,Q56,"Designing how our project looked, not just how it worked."
R_MK0084557,What did you enjoy most about the activity?,Q56,"Presenting our project, I liked explaining it to the parents."
R_MK0086182,What did you enjoy most about the activity?,Q56,The coding part. I do a bit at home but this was harder.
R_MK0088320,What did you enjoy most about the activity?,Q56,The mentor said she was first in her family to go to uni too.
R_MK0100836,What did you enjoy most about the activity?,Q56,Getting to do it here instead of travelling to the city.
R_MK0103475,What did you enjoy most about the activity?,Q56,Being in a small group where I wasn't scared to say the wrong thing.
R_MK0104395,What did you enjoy most about the activity?,Q56,I liked that we could test our own ideas even when they didn't work.
R_MK0106320,What did you enjoy most about the activity?,Q56,Going deeper than we do in normal class.
R_MK0109195,What did you enjoy most about the activity?,Q56,Doing the experiments myself instead of watching the teacher do it.
R_MK0110664,What did you enjoy most about the activity?,Q56,"Making a game, I didn't know you could learn that at school."
R_MK0111523,What did you enjoy most about the activity?,Q56,Doing the experiments myself instead of watching the teacher do it.
R_MK0114407,What did you enjoy most about the activity?,Q56,"Designing how our project looked, not just how it worked."
R_MK0118387,What did you enjoy most about the activity?,Q56,"Using the 3D printer, I didn't know our school had one."
R_MK0123827,What did you enjoy most about the activity?,Q56,"Getting to build something that actually worked, not just learn about it."
R_MK0126301,What did you enjoy most about the activity?,Q56,Getting to do it here instead of travelling to the city.
R_MK0127198,What did you enjoy most about the activity?,Q56,Learning science can fix real problems in our own town.
R_MK0131873,What did you enjoy most about the activity?,Q56,"Finding out health jobs are STEM jobs, I thought STEM was just computers."
R_MK0136611,What did you enjoy most about the activity?,Q56,The excursion where we surveyed the wetlands.
R_MK0137297,What did you enjoy most about the activity?,Q56,Learning science can fix real problems in our own town.
R_MK0138187,What did you enjoy most about the activity?,Q56,"Getting to build something that actually worked, not just learn about it."
R_MK0142635,What did you enjoy most about the activity?,Q56,Finding out design is part of engineering too.
R_MK0143213,What did you enjoy most about the activity?,Q56,Learning science can fix real problems in our own town.
R_MK0149979,What did you enjoy most about the activity?,Q56,"Programming the robot to move on its own, I'd never done that."
R_MK0157625,What did you enjoy most about the activity?,Q56,The video call with the scientist who works with livestock.
R_MK0160207,What did you enjoy most about the activity?,Q56,Getting to do it here instead of travelling to the city.
R_MK0161135,What did you enjoy most about the activity?,Q56,"Meeting the mentor who works in tech, I asked her heaps of questions."
R_MK0163245,What did you enjoy most about the activity?,Q56,"Presenting our project, I liked explaining it to the parents."
R_MK0164857,What did you enjoy most about the activity?,Q56,"Making a game, I didn't know you could learn that at school."
R_MK0165270,What did you enjoy most about the activity?,Q56,"It wasn't like normal school, we chose what our project was about."
R_MK0166535,What did you enjoy most about the activity?,Q56,"Getting to build something that actually worked, not just learn about it."
R_MK0167642,What did you enjoy most about the activity?,Q56,"Getting to build something that actually worked, not just learn about it."
R_MK0169480,What did you enjoy most about the activity?,Q56,The mentor said she was first in her family to go to uni too.
R_MK0171333,What did you enjoy most about the activity?,Q56,"Meeting the mentor who works in tech, I asked her heaps of questions."
R_MK0173914,What did you enjoy most about the activity?,Q56,Doing the experiments myself instead of watching the teacher do it.
R_MK0178501,What did you enjoy most about the activity?,Q56,Talking to the women in STEM about their actual day to day jobs.
R_MK0184967,What did you enjoy most about the activity?,Q56,"Finding out health jobs are STEM jobs, I thought STEM was just computers."
R_MK0187606,What did you enjoy most about the activity?,Q56,Making the poster and the model together.
R_MK0189481,What did you enjoy most about the activity?,Q56,"Using the 3D printer, I didn't know our school had one."
R_MK0194846,What did you enjoy most about the activity?,Q56,Being in a small group where I wasn't scared to say the wrong thing.
R_MK0196526,What did you enjoy most about the activity?,Q56,"Meeting the mentor who works in tech, I asked her heaps of questions."
R_MK0198144,What did you enjoy most about the activity?,Q56,"Making a game, I didn't know you could learn that at school."
R_MK0000230,What would you change about the activity?,Q57,"More equipment, we had to share one set."
R_MK0001786,What would you change about the activity?,Q57,The data tables at the start were confusing.
R_MK0003322,What would you change about the activity?,Q57,More help with the maths parts.
R_MK0006808,What would you change about the activity?,Q57,Longer so we could finish properly.
R_MK0013180,What would you change about the activity?,Q57,Longer so we could finish properly.
R_MK0017380,What would you change about the activity?,Q57,More help with the maths parts.
R_MK0018690,What would you change about the activity?,Q57,I would keep it the same but add more group work.
R_MK0019930,What would you change about the activity?,Q57,"Maybe explain the words at the start, I didn't know some of them."
R_MK0021933,What would you change about the activity?,Q57,More time to write up what we found.
R_MK0025610,What would you change about the activity?,Q57,More of the design side and less coding.
R_MK0031889,What would you change about the activity?,Q57,"More time on the building, less on the planning."
R_MK0037791,What would you change about the activity?,Q57,More of the design side and less coding.
R_MK0039933,What would you change about the activity?,Q57,"Nothing, I liked the making part."
R_MK0042834,What would you change about the activity?,Q57,"Explain things more at the start, I didn't understand the words."
R_MK0043512,What would you change about the activity?,Q57,More field trips instead of classroom parts.
R_MK0044485,What would you change about the activity?,Q57,"Shorter instructions, they were too long."
R_MK0051347,What would you change about the activity?,Q57,"Shorter instructions, they were too long."
R_MK0053831,What would you change about the activity?,Q57,"Better internet, ours dropped out during the online session."
R_MK0055948,What would you change about the activity?,Q57,I would add more art into it.
R_MK0058290,What would you change about the activity?,Q57,More field trips instead of classroom parts.
R_MK0059929,What would you change about the activity?,Q57,"Better internet, ours dropped out during the online session."
R_MK0060697,What would you change about the activity?,Q57,"More tools, we had to share."
R_MK0061886,What would you change about the activity?,Q57,"Longer, and less talking in front of everyone at the end."
R_MK0064858,What would you change about the activity?,Q57,More field trips instead of classroom parts.
R_MK0065636,What would you change about the activity?,Q57,"Explain things more at the start, I didn't understand the words."
R_MK0072575,What would you change about the activity?,Q57,More of the design side and less coding.
R_MK0078844,What would you change about the activity?,Q57,"Shorter instructions, they were too long."
R_MK0079265,What would you change about the activity?,Q57,Harder content for people who want it.
R_MK0080769,What would you change about the activity?,Q57,I would add more art into it.
R_MK0084557,What would you change about the activity?,Q57,More help with the maths parts.
R_MK0086182,What would you change about the activity?,Q57,Make it harder. Some of it we already knew.
R_MK0088320,What would you change about the activity?,Q57,More visits to the university.
R_MK0100836,What would you change about the activity?,Q57,"More equipment, we had to share one set."
R_MK0103475,What would you change about the activity?,Q57,More time to write up what we found.
R_MK0104395,What would you change about the activity?,Q57,"Longer, and less talking in front of everyone at the end."
R_MK0106320,What would you change about the activity?,Q57,Harder content for people who want it.
R_MK0109195,What would you change about the activity?,Q57,"Longer, and less talking in front of everyone at the end."
R_MK0110664,What would you change about the activity?,Q57,"Shorter instructions, they were too long."
R_MK0111523,What would you change about the activity?,Q57,More time to write up what we found.
R_MK0114407,What would you change about the activity?,Q57,Better materials for the making part.
R_MK0118387,What would you change about the activity?,Q57,"Nothing, I liked the making part."
R_MK0123827,What would you change about the activity?,Q57,"More time on the building, less on the planning."
R_MK0126301,What would you change about the activity?,Q57,"More equipment, we had to share one set."
R_MK0127198,What would you change about the activity?,Q57,More field trips instead of classroom parts.
R_MK0131873,What would you change about the activity?,Q57,Smaller steps for the graphs.
R_MK0136611,What would you change about the activity?,Q57,Longer so we could finish properly.
R_MK0137297,What would you change about the activity?,Q57,Longer so we could finish properly.
R_MK0138187,What would you change about the activity?,Q57,Make it harder. Some of it we already knew.
R_MK0142635,What would you change about the activity?,Q57,I would add more art into it.
R_MK0143213,What would you change about the activity?,Q57,More field trips instead of classroom parts.
R_MK0149979,What would you change about the activity?,Q57,More visits to the university.
R_MK0157625,What would you change about the activity?,Q57,"More equipment, we had to share one set."
R_MK0160207,What would you change about the activity?,Q57,"More equipment, we had to share one set."
R_MK0161135,What would you change about the activity?,Q57,"More time on the building, less on the planning."
R_MK0163245,What would you change about the activity?,Q57,I would keep it the same but add more group work.
R_MK0164857,What would you change about the activity?,Q57,"Shorter instructions, they were too long."
R_MK0165270,What would you change about the activity?,Q57,Let us pick our own groups.
R_MK0166535,What would you change about the activity?,Q57,"More time on the building, less on the planning."
R_MK0167642,What would you change about the activity?,Q57,Make it harder. Some of it we already knew.
R_MK0169480,What would you change about the activity?,Q57,More visits to the university.
R_MK0171333,What would you change about the activity?,Q57,"Nothing really, but it went too fast."
R_MK0173914,What would you change about the activity?,Q57,"Maybe explain the words at the start, I didn't know some of them."
R_MK0178501,What would you change about the activity?,Q57,Harder content for people who want it.
R_MK0184967,What would you change about the activity?,Q57,I would keep it the same but add more group work.
R_MK0187606,What would you change about the activity?,Q57,I would add more art into it.
R_MK0189481,What would you change about the activity?,Q57,Less sitting down at the start before we got to build.
R_MK0194846,What would you change about the activity?,Q57,More time to write up what we found.
R_MK0196526,What would you change about the activity?,Q57,"More time on the building, less on the planning."
R_MK0198144,What would you change about the activity?,Q57,More choice about what we do.
R_MK0001786,What did you enjoy most about the activity?,Q65,Testing the water in the creek near us and finding what was in it.
R_MK0004990,What did you enjoy most about the activity?,Q65,"It wasn't like normal school, we chose what our project was about."
R_MK0007232,What did you enjoy most about the activity?,Q65,The excursion where we surveyed the wetlands.
R_MK0008831,What did you enjoy most about the activity?,Q65,Going deeper than we do in normal class.
R_MK0009333,What did you enjoy most about the activity?,Q65,"Designing how our project looked, not just how it worked."
R_MK0019930,What did you enjoy most about the activity?,Q65,Doing the experiments myself instead of watching the teacher do it.
R_MK0024877,What did you enjoy most about the activity?,Q65,"It wasn't like normal school, we chose what our project was about."
R_MK0027310,What did you enjoy most about the activity?,Q65,"Using the 3D printer, I didn't know our school had one."
R_MK0028356,What did you enjoy most about the activity?,Q65,Learning science can fix real problems in our own town.
R_MK0031889,What did you enjoy most about the activity?,Q65,"Getting to build something that actually worked, not just learn about it."
R_MK0033335,What did you enjoy most about the activity?,Q65,The teachers actually listened to our ideas.
R_MK0036107,What did you enjoy most about the activity?,Q65,"It wasn't like normal school, we chose what our project was about."
R_MK0041373,What did you enjoy most about the activity?,Q65,"Going to the university campus, I'd never been to one."
R_MK0043512,What did you enjoy most about the activity?,Q65,Learning science can fix real problems in our own town.
R_MK0052338,What did you enjoy most about the activity?,Q65,The mentor said she was first in her family to go to uni too.
R_MK0053831,What did you enjoy most about the activity?,Q65,Getting to do it here instead of travelling to the city.
R_MK0055948,What did you enjoy most about the activity?,Q65,Making the poster and the model together.
R_MK0064858,What did you enjoy most about the activity?,Q65,The excursion where we surveyed the wetlands.
R_MK0071612,What did you enjoy most about the activity?,Q65,Getting to do it here instead of travelling to the city.
R_MK0073180,What did you enjoy most about the activity?,Q65,"Getting to build something that actually worked, not just learn about it."
R_MK0074541,What did you enjoy most about the activity?,Q65,Finding out design is part of engineering too.
R_MK0075585,What did you enjoy most about the activity?,Q65,Doing the experiments myself instead of watching the teacher do it.
R_MK0076253,What did you enjoy most about the activity?,Q65,"It wasn't like normal school, we chose what our project was about."
R_MK0077994,What did you enjoy most about the activity?,Q65,Getting to do it here instead of travelling to the city.
R_MK0079265,What did you enjoy most about the activity?,Q65,The research part where we had to find real evidence.
R_MK0081259,What did you enjoy most about the activity?,Q65,Learning science can fix real problems in our own town.
R_MK0084557,What did you enjoy most about the activity?,Q65,"Finding out health jobs are STEM jobs, I thought STEM was just computers."
R_MK0085577,What did you enjoy most about the activity?,Q65,Getting to do it here instead of travelling to the city.
R_MK0089770,What did you enjoy most about the activity?,Q65,Making the model with real tools. It felt like proper work.
R_MK0090389,What did you enjoy most about the activity?,Q65,"Programming the robot to move on its own, I'd never done that."
R_MK0093980,What did you enjoy most about the activity?,Q65,The mentor said she was first in her family to go to uni too.
R_MK0094131,What did you enjoy most about the activity?,Q65,"Learning the science behind farming, which is what my family does."
R_MK0095230,What did you enjoy most about the activity?,Q65,"Presenting our project, I liked explaining it to the parents."
R_MK0098452,What did you enjoy most about the activity?,Q65,Getting to do it here instead of travelling to the city.
R_MK0100836,What did you enjoy most about the activity?,Q65,The video call with the scientist who works with livestock.
R_MK0105282,What did you enjoy most about the activity?,Q65,Testing the water in the creek near us and finding what was in it.
R_MK0110664,What did you enjoy most about the activity?,Q65,"It wasn't like normal school, we chose what our project was about."
R_MK0111523,What did you enjoy most about the activity?,Q65,Doing the experiments myself instead of watching the teacher do it.
R_MK0114407,What did you enjoy most about the activity?,Q65,Finding out design is part of engineering too.
R_MK0116551,What did you enjoy most about the activity?,Q65,The coding part. I do a bit at home but this was harder.
R_MK0117485,What did you enjoy most about the activity?,Q65,Organising my group and working out who did what.
R_MK0118387,What did you enjoy most about the activity?,Q65,"Using the 3D printer, I didn't know our school had one."
R_MK0119555,What did you enjoy most about the activity?,Q65,I liked that we could test our own ideas even when they didn't work.
R_MK0122220,What did you enjoy most about the activity?,Q65,The video call with the scientist who works with livestock.
R_MK0128432,What did you enjoy most about the activity?,Q65,"Designing how our project looked, not just how it worked."
R_MK0130434,What did you enjoy most about the activity?,Q65,"Designing how our project looked, not just how it worked."
R_MK0131873,What did you enjoy most about the activity?,Q65,Organising my group and working out who did what.
R_MK0135125,What did you enjoy most about the activity?,Q65,"Designing how our project looked, not just how it worked."
R_MK0137297,What did you enjoy most about the activity?,Q65,Learning science can fix real problems in our own town.
R_MK0138187,What did you enjoy most about the activity?,Q65,"Getting to build something that actually worked, not just learn about it."
R_MK0161135,What did you enjoy most about the activity?,Q65,"Meeting the mentor who works in tech, I asked her heaps of questions."
R_MK0167642,What did you enjoy most about the activity?,Q65,The coding part. I do a bit at home but this was harder.
R_MK0174736,What did you enjoy most about the activity?,Q65,"Making a game, I didn't know you could learn that at school."
R_MK0177555,What did you enjoy most about the activity?,Q65,The coding part. I do a bit at home but this was harder.
R_MK0181551,What did you enjoy most about the activity?,Q65,"Learning the science behind farming, which is what my family does."
R_MK0188526,What did you enjoy most about the activity?,Q65,"Designing how our project looked, not just how it worked."
R_MK0189481,What did you enjoy most about the activity?,Q65,Making the model with real tools. It felt like proper work.
R_MK0192452,What did you enjoy most about the activity?,Q65,Organising my group and working out who did what.
R_MK0193689,What did you enjoy most about the activity?,Q65,Being in a small group where I wasn't scared to say the wrong thing.
R_MK0194846,What did you enjoy most about the activity?,Q65,Being in a small group where I wasn't scared to say the wrong thing.
R_MK0198144,What did you enjoy most about the activity?,Q65,"It wasn't like normal school, we chose what our project was about."
R_MK0001786,What would you change about the activity?,Q66,Longer so we could finish properly.
R_MK0004990,What would you change about the activity?,Q66,"Shorter instructions, they were too long."
R_MK0007232,What would you change about the activity?,Q66,More field trips instead of classroom parts.
R_MK0008831,What would you change about the activity?,Q66,Harder content for people who want it.
R_MK0009333,What would you change about the activity?,Q66,More of the design side and less coding.
R_MK0019930,What would you change about the activity?,Q66,"Maybe explain the words at the start, I didn't know some of them."
R_MK0024877,What would you change about the activity?,Q66,Let us pick our own groups.
R_MK0027310,What would you change about the activity?,Q66,"Nothing, I liked the making part."
R_MK0028356,What would you change about the activity?,Q66,The data tables at the start were confusing.
R_MK0031889,What would you change about the activity?,Q66,"More time on the building, less on the planning."
R_MK0033335,What would you change about the activity?,Q66,"Shorter instructions, they were too long."
R_MK0036107,What would you change about the activity?,Q66,"Shorter instructions, they were too long."
R_MK0041373,What would you change about the activity?,Q66,"Nothing, it was good."
R_MK0043512,What would you change about the activity?,Q66,The data tables at the start were confusing.
R_MK0052338,What would you change about the activity?,Q66,"Nothing, it was good."
R_MK0053831,What would you change about the activity?,Q66,"Better internet, ours dropped out during the online session."
R_MK0055948,What would you change about the activity?,Q66,I would add more art into it.
R_MK0064858,What would you change about the activity?,Q66,The data tables at the start were confusing.
R_MK0071612,What would you change about the activity?,Q66,Run it closer to us more often.
R_MK0073180,What would you change about the activity?,Q66,"Nothing really, but it went too fast."
R_MK0074541,What would you change about the activity?,Q66,I would add more art into it.
R_MK0075585,What would you change about the activity?,Q66,More time to write up what we found.
R_MK0076253,What would you change about the activity?,Q66,More choice about what we do.
R_MK0077994,What would you change about the activity?,Q66,"More equipment, we had to share one set."
R_MK0079265,What would you change about the activity?,Q66,Harder content for people who want it.
R_MK0081259,What would you change about the activity?,Q66,The data tables at the start were confusing.
R_MK0084557,What would you change about the activity?,Q66,I would keep it the same but add more group work.
R_MK0085577,What would you change about the activity?,Q66,Run it closer to us more often.
R_MK0089770,What would you change about the activity?,Q66,"Nothing, I liked the making part."
R_MK0090389,What would you change about the activity?,Q66,"Explain things more at the start, I didn't understand the words."
R_MK0093980,What would you change about the activity?,Q66,More visits to the university.
R_MK0094131,What would you change about the activity?,Q66,Run it closer to us more often.
R_MK0095230,What would you change about the activity?,Q66,Smaller steps for the graphs.
R_MK0098452,What would you change about the activity?,Q66,"More equipment, we had to share one set."
R_MK0100836,What would you change about the activity?,Q66,"Better internet, ours dropped out during the online session."
R_MK0105282,What would you change about the activity?,Q66,More field trips instead of classroom parts.
R_MK0110664,What would you change about the activity?,Q66,"Shorter instructions, they were too long."
R_MK0111523,What would you change about the activity?,Q66,"Maybe explain the words at the start, I didn't know some of them."
R_MK0114407,What would you change about the activity?,Q66,More of the design side and less coding.
R_MK0116551,What would you change about the activity?,Q66,"Nothing really, but it went too fast."
R_MK0117485,What would you change about the activity?,Q66,Smaller steps for the graphs.
R_MK0118387,What would you change about the activity?,Q66,Less sitting down at the start before we got to build.
R_MK0119555,What would you change about the activity?,Q66,More time to write up what we found.
R_MK0122220,What would you change about the activity?,Q66,"More equipment, we had to share one set."
R_MK0128432,What would you change about the activity?,Q66,I would add more art into it.
R_MK0130434,What would you change about the activity?,Q66,Better materials for the making part.
R_MK0131873,What would you change about the activity?,Q66,Smaller steps for the graphs.
R_MK0135125,What would you change about the activity?,Q66,Better materials for the making part.
R_MK0137297,What would you change about the activity?,Q66,More field trips instead of classroom parts.
R_MK0138187,What would you change about the activity?,Q66,"More time on the building, less on the planning."
R_MK0161135,What would you change about the activity?,Q66,Make it harder. Some of it we already knew.
R_MK0167642,What would you change about the activity?,Q66,Make it harder. Some of it we already knew.
R_MK0174736,What would you change about the activity?,Q66,"Shorter instructions, they were too long."
R_MK0177555,What would you change about the activity?,Q66,"Nothing really, but it went too fast."
R_MK0181551,What would you change about the activity?,Q66,"Better internet, ours dropped out during the online session."
R_MK0188526,What would you change about the activity?,Q66,I would add more art into it.
R_MK0189481,What would you change about the activity?,Q66,"More tools, we had to share."
R_MK0192452,What would you change about the activity?,Q66,More help with the maths parts.
R_MK0193689,What would you change about the activity?,Q66,More time to write up what we found.
R_MK0194846,What would you change about the activity?,Q66,"Maybe explain the words at the start, I didn't know some of them."
R_MK0198144,What would you change about the activity?,Q66,"Shorter instructions, they were too long."
R_MK0001786,You have selected you have done online STEM activities. What did you do in the activity?,Q67,Testing the water in the creek near us and finding what was in it.
R_MK0004990,You have selected you have done online STEM activities. What did you do in the activity?,Q67,The teachers actually listened to our ideas.
R_MK0005946,You have selected you have done online STEM activities. What did you do in the activity?,Q67,Going deeper than we do in normal class.
R_MK0007232,You have selected you have done online STEM activities. What did you do in the activity?,Q67,The excursion where we surveyed the wetlands.
R_MK0008831,You have selected you have done online STEM activities. What did you do in the activity?,Q67,Going deeper than we do in normal class.
R_MK0010575,You have selected you have done online STEM activities. What did you do in the activity?,Q67,"Meeting the mentor who works in tech, I asked her heaps of questions."
R_MK0012972,You have selected you have done online STEM activities. What did you do in the activity?,Q67,Talking to the women in STEM about their actual day to day jobs.
R_MK0018690,You have selected you have done online STEM activities. What did you do in the activity?,Q67,"Presenting our project, I liked explaining it to the parents."
R_MK0027310,You have selected you have done online STEM activities. What did you do in the activity?,Q67,"Using the 3D printer, I didn't know our school had one."
R_MK0029377,You have selected you have done online STEM activities. What did you do in the activity?,Q67,The coding part. I do a bit at home but this was harder.
R_MK0033335,You have selected you have done online STEM activities. What did you do in the activity?,Q67,"It wasn't like normal school, we chose what our project was about."
R_MK0037791,You have selected you have done online STEM activities. What did you do in the activity?,Q67,Making the poster and the model together.
R_MK0039933,You have selected you have done online STEM activities. What did you do in the activity?,Q67,Making the model with real tools. It felt like proper work.
R_MK0041373,You have selected you have done online STEM activities. What did you do in the activity?,Q67,The mentor said she was first in her family to go to uni too.
R_MK0046760,You have selected you have done online STEM activities. What did you do in the activity?,Q67,"Meeting the mentor who works in tech, I asked her heaps of questions."
R_MK0048478,You have selected you have done online STEM activities. What did you do in the activity?,Q67,The research part where we had to find real evidence.
R_MK0051347,You have selected you have done online STEM activities. What did you do in the activity?,Q67,The teachers actually listened to our ideas.
R_MK0052338,You have selected you have done online STEM activities. What did you do in the activity?,Q67,"Going to the university campus, I'd never been to one."
R_MK0058290,You have selected you have done online STEM activities. What did you do in the activity?,Q67,The excursion where we surveyed the wetlands.
R_MK0069276,You have selected you have done online STEM activities. What did you do in the activity?,Q67,Doing the experiments myself instead of watching the teacher do it.
R_MK0070451,You have selected you have done online STEM activities. What did you do in the activity?,Q67,"Learning the science behind farming, which is what my family does."
R_MK0071612,You have selected you have done online STEM activities. What did you do in the activity?,Q67,Getting to do it here instead of travelling to the city.
R_MK0077994,You have selected you have done online STEM activities. What did you do in the activity?,Q67,The video call with the scientist who works with livestock.
R_MK0082485,You have selected you have done online STEM activities. What did you do in the activity?,Q67,Making the model with real tools. It felt like proper work.
R_MK0083803,You have selected you have done online STEM activities. What did you do in the activity?,Q67,Testing the water in the creek near us and finding what was in it.
R_MK0085577,You have selected you have done online STEM activities. What did you do in the activity?,Q67,Getting to do it here instead of travelling to the city.
R_MK0086182,You have selected you have done online STEM activities. What did you do in the activity?,Q67,The coding part. I do a bit at home but this was harder.
R_MK0091876,You have selected you have done online STEM activities. What did you do in the activity?,Q67,I liked that we could test our own ideas even when they didn't work.
R_MK0093980,You have selected you have done online STEM activities. What did you do in the activity?,Q67,The mentor said she was first in her family to go to uni too.
R_MK0095230,You have selected you have done online STEM activities. What did you do in the activity?,Q67,"Presenting our project, I liked explaining it to the parents."
R_MK0096996,You have selected you have done online STEM activities. What did you do in the activity?,Q67,The teachers actually listened to our ideas.
R_MK0097758,You have selected you have done online STEM activities. What did you do in the activity?,Q67,The teachers actually listened to our ideas.
R_MK0102922,You have selected you have done online STEM activities. What did you do in the activity?,Q67,"Learning the science behind farming, which is what my family does."
R_MK0110664,You have selected you have done online STEM activities. What did you do in the activity?,Q67,"Making a game, I didn't know you could learn that at school."
R_MK0111523,You have selected you have done online STEM activities. What did you do in the activity?,Q67,Being in a small group where I wasn't scared to say the wrong thing.
R_MK0114407,You have selected you have done online STEM activities. What did you do in the activity?,Q67,Finding out design is part of engineering too.
R_MK0115544,You have selected you have done online STEM activities. What did you do in the activity?,Q67,I liked that we could test our own ideas even when they didn't work.
R_MK0116551,You have selected you have done online STEM activities. What did you do in the activity?,Q67,"Getting to build something that actually worked, not just learn about it."
R_MK0117485,You have selected you have done online STEM activities. What did you do in the activity?,Q67,"Finding out health jobs are STEM jobs, I thought STEM was just computers."
R_MK0118387,You have selected you have done online STEM activities. What did you do in the activity?,Q67,Making the model with real tools. It felt like proper work.
R_MK0121750,You have selected you have done online STEM activities. What did you do in the activity?,Q67,Being in a small group where I wasn't scared to say the wrong thing.
R_MK0122220,You have selected you have done online STEM activities. What did you do in the activity?,Q67,"Learning the science behind farming, which is what my family does."
R_MK0125450,You have selected you have done online STEM activities. What did you do in the activity?,Q67,Doing the experiments myself instead of watching the teacher do it.
R_MK0126301,You have selected you have done online STEM activities. What did you do in the activity?,Q67,"Learning the science behind farming, which is what my family does."
R_MK0128432,You have selected you have done online STEM activities. What did you do in the activity?,Q67,Making the poster and the model together.
R_MK0129618,You have selected you have done online STEM activities. What did you do in the activity?,Q67,The teachers actually listened to our ideas.
R_MK0132817,You have selected you have done online STEM activities. What did you do in the activity?,Q67,Learning science can fix real problems in our own town.
R_MK0137297,You have selected you have done online STEM activities. What did you do in the activity?,Q67,Testing the water in the creek near us and finding what was in it.
R_MK0142635,You have selected you have done online STEM activities. What did you do in the activity?,Q67,"Designing how our project looked, not just how it worked."
R_MK0144114,You have selected you have done online STEM activities. What did you do in the activity?,Q67,Getting to do it here instead of travelling to the city.
R_MK0150646,You have selected you have done online STEM activities. What did you do in the activity?,Q67,We made something for our town that people could actually use.
R_MK0152875,You have selected you have done online STEM activities. What did you do in the activity?,Q67,We made something for our town that people could actually use.
R_MK0153215,You have selected you have done online STEM activities. What did you do in the activity?,Q67,The mentor said she was first in her family to go to uni too.
R_MK0156925,You have selected you have done online STEM activities. What did you do in the activity?,Q67,"It wasn't like normal school, we chose what our project was about."
R_MK0163245,You have selected you have done online STEM activities. What did you do in the activity?,Q67,"Finding out health jobs are STEM jobs, I thought STEM was just computers."
R_MK0165270,You have selected you have done online STEM activities. What did you do in the activity?,Q67,The teachers actually listened to our ideas.
R_MK0167642,You have selected you have done online STEM activities. What did you do in the activity?,Q67,"Getting to build something that actually worked, not just learn about it."
R_MK0174736,You have selected you have done online STEM activities. What did you do in the activity?,Q67,"It wasn't like normal school, we chose what our project was about."
R_MK0175516,You have selected you have done online STEM activities. What did you do in the activity?,Q67,Testing the water in the creek near us and finding what was in it.
R_MK0177555,You have selected you have done online STEM activities. What did you do in the activity?,Q67,The coding part. I do a bit at home but this was harder.
R_MK0180740,You have selected you have done online STEM activities. What did you do in the activity?,Q67,Learning science can fix real problems in our own town.
R_MK0183724,You have selected you have done online STEM activities. What did you do in the activity?,Q67,The mentor said she was first in her family to go to uni too.
R_MK0186474,You have selected you have done online STEM activities. What did you do in the activity?,Q67,The excursion where we surveyed the wetlands.
R_MK0187606,You have selected you have done online STEM activities. What did you do in the activity?,Q67,Making the poster and the model together.
R_MK0196526,You have selected you have done online STEM activities. What did you do in the activity?,Q67,"Meeting the mentor who works in tech, I asked her heaps of questions."
R_MK0198144,You have selected you have done online STEM activities. What did you do in the activity?,Q67,"Making a game, I didn't know you could learn that at school."
R_MK0199283,You have selected you have done online STEM activities. What did you do in the activity?,Q67,The mentor said she was first in her family to go to uni too.
R_MK0000230,You have selected you have gone on an excursion. What did you do in the activity?,Q69,The video call with the scientist who works with livestock.
R_MK0003322,You have selected you have gone on an excursion. What did you do in the activity?,Q69,"Finding out health jobs are STEM jobs, I thought STEM was just computers."
R_MK0004990,You have selected you have gone on an excursion. What did you do in the activity?,Q69,"Making a game, I didn't know you could learn that at school."
R_MK0008831,You have selected you have gone on an excursion. What did you do in the activity?,Q69,Going deeper than we do in normal class.
R_MK0014454,You have selected you have gone on an excursion. What did you do in the activity?,Q69,Finding out design is part of engineering too.
R_MK0017380,You have selected you have gone on an excursion. What did you do in the activity?,Q69,"Presenting our project, I liked explaining it to the parents."
R_MK0018690,You have selected you have gone on an excursion. What did you do in the activity?,Q69,"Finding out health jobs are STEM jobs, I thought STEM was just computers."
R_MK0019930,You have selected you have gone on an excursion. What did you do in the activity?,Q69,Being in a small group where I wasn't scared to say the wrong thing.
R_MK0020980,You have selected you have gone on an excursion. What did you do in the activity?,Q69,Organising my group and working out who did what.
