ResponseId,item,response,response_code,score,is_dont_know,source_column
R_MK0179159,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0000627,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0001988,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0002347,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0003730,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0004719,People in my family think STEM could be a good option for me,No,4,1,False,Q25_5
R_MK0006905,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0008384,People in my family think STEM could be a good option for me,Maybe,3,2,False,Q25_5
R_MK0009361,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0010793,People in my family think STEM could be a good option for me,Maybe,3,2,False,Q25_5
R_MK0011527,People in my family think STEM could be a good option for me,No,4,1,False,Q25_5
R_MK0012224,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0013321,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0014269,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0017754,People in my family think STEM could be a good option for me,Maybe,3,2,False,Q25_5
R_MK0019133,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0020431,People in my family think STEM could be a good option for me,Maybe,3,2,False,Q25_5
R_MK0021482,People in my family think STEM could be a good option for me,I do not know,5,,True,Q25_5
R_MK0022458,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0023977,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0025500,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0026571,People in my family think STEM could be a good option for me,I do not know,5,,True,Q25_5
R_MK0027927,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0028258,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0029779,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0030633,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0031816,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0032287,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0033998,People in my family think STEM could be a good option for me,Maybe,3,2,False,Q25_5
R_MK0034390,People in my family think STEM could be a good option for me,I do not know,5,,True,Q25_5
R_MK0035805,People in my family think STEM could be a good option for me,No,4,1,False,Q25_5
R_MK0036231,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0037540,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0038406,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0039929,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0040419,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0041486,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0042213,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0043282,People in my family think STEM could be a good option for me,No,4,1,False,Q25_5
R_MK0044213,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0045654,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0046112,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0047577,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0049860,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0050307,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0051679,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0052370,People in my family think STEM could be a good option for me,Maybe,3,2,False,Q25_5
R_MK0053388,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0054499,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0056412,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0057690,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0059350,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0060505,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0061473,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0062875,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0063584,People in my family think STEM could be a good option for me,Maybe,3,2,False,Q25_5
R_MK0064579,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0065610,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0067929,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0068572,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0069886,People in my family think STEM could be a good option for me,Maybe,3,2,False,Q25_5
R_MK0070552,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0071406,People in my family think STEM could be a good option for me,Maybe,3,2,False,Q25_5
R_MK0072687,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0073840,People in my family think STEM could be a good option for me,Maybe,3,2,False,Q25_5
R_MK0074143,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0075767,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0076765,People in my family think STEM could be a good option for me,Maybe,3,2,False,Q25_5
R_MK0077639,People in my family think STEM could be a good option for me,No,4,1,False,Q25_5
R_MK0078481,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0079582,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0080425,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0081132,People in my family think STEM could be a good option for me,No,4,1,False,Q25_5
R_MK0082408,People in my family think STEM could be a good option for me,No,4,1,False,Q25_5
R_MK0083550,People in my family think STEM could be a good option for me,No,4,1,False,Q25_5
R_MK0085137,People in my family think STEM could be a good option for me,Maybe,3,2,False,Q25_5
R_MK0086766,People in my family think STEM could be a good option for me,No,4,1,False,Q25_5
R_MK0087249,People in my family think STEM could be a good option for me,Maybe,3,2,False,Q25_5
R_MK0090543,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0091576,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0093403,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0095688,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0096679,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0097674,People in my family think STEM could be a good option for me,No,4,1,False,Q25_5
R_MK0098119,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0099227,People in my family think STEM could be a good option for me,Maybe,3,2,False,Q25_5
R_MK0100914,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0102866,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0103899,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0104469,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0105582,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0106951,People in my family think STEM could be a good option for me,I do not know,5,,True,Q25_5
R_MK0107157,People in my family think STEM could be a good option for me,No,4,1,False,Q25_5
R_MK0108530,People in my family think STEM could be a good option for me,No,4,1,False,Q25_5
R_MK0109787,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0110138,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0111137,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0112381,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0113434,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0114344,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0116277,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0117584,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0118601,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0119688,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0120370,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0121297,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0122334,People in my family think STEM could be a good option for me,No,4,1,False,Q25_5
R_MK0123776,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0124554,People in my family think STEM could be a good option for me,I do not know,5,,True,Q25_5
R_MK0125621,People in my family think STEM could be a good option for me,No,4,1,False,Q25_5
R_MK0126126,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0128312,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0129652,People in my family think STEM could be a good option for me,Maybe,3,2,False,Q25_5
R_MK0130784,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0131904,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0132200,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0133162,People in my family think STEM could be a good option for me,Maybe,3,2,False,Q25_5
R_MK0134540,People in my family think STEM could be a good option for me,Maybe,3,2,False,Q25_5
R_MK0135905,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0136936,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0138439,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0139460,People in my family think STEM could be a good option for me,No,4,1,False,Q25_5
R_MK0140452,People in my family think STEM could be a good option for me,Maybe,3,2,False,Q25_5
R_MK0142815,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0143734,People in my family think STEM could be a good option for me,Maybe,3,2,False,Q25_5
R_MK0144185,People in my family think STEM could be a good option for me,I do not know,5,,True,Q25_5
R_MK0145711,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0147584,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0148883,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0149612,People in my family think STEM could be a good option for me,Maybe,3,2,False,Q25_5
R_MK0150239,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0151336,People in my family think STEM could be a good option for me,Maybe,3,2,False,Q25_5
R_MK0152384,People in my family think STEM could be a good option for me,Maybe,3,2,False,Q25_5
R_MK0153565,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0154754,People in my family think STEM could be a good option for me,Maybe,3,2,False,Q25_5
R_MK0155619,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0156966,People in my family think STEM could be a good option for me,Maybe,3,2,False,Q25_5
R_MK0157937,People in my family think STEM could be a good option for me,I do not know,5,,True,Q25_5
R_MK0158474,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0159733,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0160733,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0161254,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0162481,People in my family think STEM could be a good option for me,I do not know,5,,True,Q25_5
R_MK0163945,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0164227,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0165174,People in my family think STEM could be a good option for me,No,4,1,False,Q25_5
R_MK0166745,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0167637,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0168775,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0169479,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0170181,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0171613,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0172371,People in my family think STEM could be a good option for me,Maybe,3,2,False,Q25_5
R_MK0173150,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0174572,People in my family think STEM could be a good option for me,No,4,1,False,Q25_5
R_MK0175538,People in my family think STEM could be a good option for me,I do not know,5,,True,Q25_5
R_MK0176790,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0177409,People in my family think STEM could be a good option for me,Maybe,3,2,False,Q25_5
R_MK0178316,People in my family think STEM could be a good option for me,Yes a little,2,3,False,Q25_5
R_MK0179159,People in my family think STEM could be a good option for me,Yes a lotI,1,4,False,Q25_5
R_MK0000627,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0001988,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0002347,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0003730,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0004719,My teachers encourage me to think about STEM subjects or careers,I do not know,5,,True,Q25_6
R_MK0006905,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0008384,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0009361,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0010793,My teachers encourage me to think about STEM subjects or careers,No,4,1,False,Q25_6
R_MK0011527,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0012224,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0013321,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0014269,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0017754,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0019133,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0020431,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0021482,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0022458,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0023977,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0025500,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0026571,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0027927,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0028258,My teachers encourage me to think about STEM subjects or careers,No,4,1,False,Q25_6
R_MK0029779,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0030633,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0031816,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0032287,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0033998,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0034390,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0035805,My teachers encourage me to think about STEM subjects or careers,No,4,1,False,Q25_6
R_MK0036231,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0037540,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0038406,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0039929,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0040419,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0041486,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0042213,My teachers encourage me to think about STEM subjects or careers,No,4,1,False,Q25_6
R_MK0043282,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0044213,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0045654,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0046112,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0047577,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0049860,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0050307,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0051679,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0052370,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0053388,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0054499,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0056412,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0057690,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0059350,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0060505,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0061473,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0062875,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0063584,My teachers encourage me to think about STEM subjects or careers,I do not know,5,,True,Q25_6
R_MK0064579,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0065610,My teachers encourage me to think about STEM subjects or careers,No,4,1,False,Q25_6
R_MK0067929,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0068572,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0069886,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0070552,My teachers encourage me to think about STEM subjects or careers,No,4,1,False,Q25_6
R_MK0071406,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0072687,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0073840,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0074143,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0075767,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0076765,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0077639,My teachers encourage me to think about STEM subjects or careers,I do not know,5,,True,Q25_6
R_MK0078481,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0079582,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0080425,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0081132,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0082408,My teachers encourage me to think about STEM subjects or careers,No,4,1,False,Q25_6
R_MK0083550,My teachers encourage me to think about STEM subjects or careers,No,4,1,False,Q25_6
R_MK0085137,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0086766,My teachers encourage me to think about STEM subjects or careers,I do not know,5,,True,Q25_6
R_MK0087249,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0090543,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0091576,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0093403,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0095688,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0096679,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0097674,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0098119,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0099227,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0100914,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0102866,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0103899,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0104469,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0105582,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0106951,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0107157,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0108530,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0109787,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0110138,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0111137,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0112381,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0113434,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0114344,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0116277,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0117584,My teachers encourage me to think about STEM subjects or careers,No,4,1,False,Q25_6
R_MK0118601,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0119688,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0120370,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0121297,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0122334,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0123776,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0124554,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0125621,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0126126,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0128312,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0129652,My teachers encourage me to think about STEM subjects or careers,I do not know,5,,True,Q25_6
R_MK0130784,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0131904,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0132200,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0133162,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0134540,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0135905,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0136936,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0138439,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0139460,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0140452,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0142815,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0143734,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0144185,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0145711,My teachers encourage me to think about STEM subjects or careers,No,4,1,False,Q25_6
R_MK0147584,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0148883,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0149612,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0150239,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0151336,My teachers encourage me to think about STEM subjects or careers,No,4,1,False,Q25_6
R_MK0152384,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0153565,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0154754,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0155619,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0156966,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0157937,My teachers encourage me to think about STEM subjects or careers,I do not know,5,,True,Q25_6
R_MK0158474,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0159733,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0160733,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0161254,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0162481,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0163945,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0164227,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0165174,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0166745,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0167637,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0168775,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0169479,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0170181,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
R_MK0171613,My teachers encourage me to think about STEM subjects or careers,Yes a little,2,3,False,Q25_6
R_MK0172371,My teachers encourage me to think about STEM subjects or careers,Maybe,3,2,False,Q25_6
R_MK0173150,My teachers encourage me to think about STEM subjects or careers,No,4,1,False,Q25_6
R_MK0174572,My teachers encourage me to think about STEM subjects or careers,Yes a lotI,1,4,False,Q25_6
